index,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,imdb_rating,cast,crew,director
579,88834814,Noir,https://example.com/movie-580,MV201500580,noir telugu cinema,te,Royal Frontier Telugu Noir 4,Royal Frontier Telugu Noir 4 is a noir movie in Telugu language.,75.216,Hyderabad Motion,India,2015-07-23,710678512,142,Telugu,Released,Experience the Noir story,Royal Frontier Telugu Noir 4,7.5,76296,7.5,Lead Actor|Lead Actress,Main Unit,Ravi Teja
580,240836885,Noir,https://example.com/movie-581,MV201700581,noir telugu cinema,te,Dark Shadow Telugu Noir 5,Dark Shadow Telugu Noir 5 is a noir movie in Telugu language.,80.355,Hyderabad Motion,India,2017-09-25,1926695080,156,Telugu,Released,Experience the Noir story,Dark Shadow Telugu Noir 5,8.5,80827,8.5,Lead Actor|Lead Actress,Main Unit,Anil Krishna
581,217984471,Noir,https://example.com/movie-582,MV201900582,noir telugu cinema,te,Dark Pulse Telugu Noir 6,Dark Pulse Telugu Noir 6 is a noir movie in Telugu language.,83.302,Telugu Star Films,India,2019-11-27,435968942,121,Telugu,Released,Experience the Noir story,Dark Pulse Telugu Noir 6,9.5,123279,9.4,Lead Actor|Lead Actress,Main Unit,Vamsi Rao
582,319426853,Noir,https://example.com/movie-583,MV202100583,noir telugu cinema,te,Royal Chronicle Telugu Noir 7,Royal Chronicle Telugu Noir 7 is a noir movie in Telugu language.,56.873,Hyderabad Motion,India,2021-01-01,638853706,99,Telugu,Released,Experience the Noir story,Royal Chronicle Telugu Noir 7,8.9,75510,8.8,Lead Actor|Lead Actress,Main Unit,Ravi Teja
583,148106078,Noir,https://example.com/movie-584,MV202300584,noir telugu cinema,te,Final Shadow Telugu Noir 8,Final Shadow Telugu Noir 8 is a noir movie in Telugu language.,56.563,Tollywood Creations,India,2023-03-03,592424312,118,Telugu,Released,Experience the Noir story,Final Shadow Telugu Noir 8,9.6,84093,9.5,Lead Actor|Lead Actress,Main Unit,Ravi Teja
584,95405229,Disaster,https://example.com/movie-585,MV201700585,disaster telugu cinema,te,Hidden Signal Telugu Disaster 1,Hidden Signal Telugu Disaster 1 is a disaster movie in Telugu language.,89.326,Hyderabad Motion,India,2017-09-25,381620916,131,Telugu,Released,Experience the Disaster story,Hidden Signal Telugu Disaster 1,7.8,15331,7.6,Lead Actor|Lead Actress,Main Unit,Ravi Teja
585,109717193,Disaster,https://example.com/movie-586,MV201900586,disaster telugu cinema,te,Golden Signal Telugu Disaster 2,Golden Signal Telugu Disaster 2 is a disaster movie in Telugu language.,52.98,Telugu Star Films,India,2019-11-27,438868772,126,Telugu,Released,Experience the Disaster story,Golden Signal Telugu Disaster 2,7.5,190853,7.4,Lead Actor|Lead Actress,Main Unit,Anil Krishna
586,106785881,Disaster,https://example.com/movie-587,MV202100587,disaster telugu cinema,te,Eternal Code Telugu Disaster 3,Eternal Code Telugu Disaster 3 is a disaster movie in Telugu language.,85.189,Telugu Star Films,India,2021-01-01,854287048,110,Telugu,Released,Experience the Disaster story,Eternal Code Telugu Disaster 3,9.5,54410,9.5,Lead Actor|Lead Actress,Main Unit,Sandeep Reddy
587,35868845,Disaster,https://example.com/movie-588,MV202300588,disaster telugu cinema,te,Silent Pulse Telugu Disaster 4,Silent Pulse Telugu Disaster 4 is a disaster movie in Telugu language.,59.964,Hyderabad Motion,India,2023-03-03,179344225,96,Telugu,Released,Experience the Disaster story,Silent Pulse Telugu Disaster 4,8.6,70919,8.4,Lead Actor|Lead Actress,Main Unit,Anil Krishna
588,126157611,Disaster,https://example.com/movie-589,MV202500589,disaster telugu cinema,te,Hidden Signal Telugu Disaster 5,Hidden Signal Telugu Disaster 5 is a disaster movie in Telugu language.,36.304,Telugu Star Films,India,2025-05-05,378472833,168,Telugu,Released,Experience the Disaster story,Hidden Signal Telugu Disaster 5,8.0,167726,7.9,Lead Actor|Lead Actress,Main Unit,Vamsi Rao
589,154224891,Disaster,https://example.com/movie-590,MV200000590,disaster telugu cinema,te,Silent Legacy Telugu Disaster 6,Silent Legacy Telugu Disaster 6 is a disaster movie in Telugu language.,65.163,Telugu Star Films,India,2000-07-07,462674673,136,Telugu,Released,Experience the Disaster story,Silent Legacy Telugu Disaster 6,7.7,242359,7.6,Lead Actor|Lead Actress,Main Unit,Sandeep Reddy
590,73322168,Disaster,https://example.com/movie-591,MV200200591,disaster telugu cinema,te,Eternal Frontier Telugu Disaster 7,Eternal Frontier Telugu Disaster 7 is a disaster movie in Telugu language.,64.454,Tollywood Creations,India,2002-09-09,439933008,122,Telugu,Released,Experience the Disaster story,Eternal Frontier Telugu Disaster 7,8.0,161798,7.9,Lead Actor|Lead Actress,Main Unit,Ravi Teja
591,87278802,Disaster,https://example.com/movie-592,MV200400592,disaster telugu cinema,te,Silent Quest Telugu Disaster 8,Silent Quest Telugu Disaster 8 is a disaster movie in Telugu language.,98.129,Tollywood Creations,India,2004-11-11,349115208,149,Telugu,Released,Experience the Disaster story,Silent Quest Telugu Disaster 8,9.4,63832,9.6,Lead Actor|Lead Actress,Main Unit,Vamsi Rao
592,188083294,Survival,https://example.com/movie-593,MV202500593,survival telugu cinema,te,Rising Frontier Telugu Survival 1,Rising Frontier Telugu Survival 1 is a survival movie in Telugu language.,65.041,Telugu Star Films,India,2025-05-05,752333176,156,Telugu,Released,Experience the Survival story,Rising Frontier Telugu Survival 1,7.8,140232,7.7,Lead Actor|Lead Actress,Main Unit,Ravi Teja
593,119054304,Survival,https://example.com/movie-594,MV200000594,survival telugu cinema,te,Eternal Journey Telugu Survival 2,Eternal Journey Telugu Survival 2 is a survival movie in Telugu language.,73.348,Hyderabad Motion,India,2000-07-07,952434432,165,Telugu,Released,Experience the Survival story,Eternal Journey Telugu Survival 2,8.9,161030,8.9,Lead Actor|Lead Actress,Main Unit,Ravi Teja
594,261452233,Survival,https://example.com/movie-595,MV200200595,survival telugu cinema,te,Golden Legacy Telugu Survival 3,Golden Legacy Telugu Survival 3 is a survival movie in Telugu language.,54.883,Tollywood Creations,India,2002-09-09,522904466,95,Telugu,Released,Experience the Survival story,Golden Legacy Telugu Survival 3,9.8,200069,9.7,Lead Actor|Lead Actress,Main Unit,Sandeep Reddy
595,297616991,Survival,https://example.com/movie-596,MV200400596,survival telugu cinema,te,Hidden Legacy Telugu Survival 4,Hidden Legacy Telugu Survival 4 is a survival movie in Telugu language.,53.515,Telugu Star Films,India,2004-11-11,1488084955,139,Telugu,Released,Experience the Survival story,Hidden Legacy Telugu Survival 4,7.3,111568,7.5,Lead Actor|Lead Actress,Main Unit,Anil Krishna
596,180824608,Survival,https://example.com/movie-597,MV200600597,survival telugu cinema,te,Golden Legacy Telugu Survival 5,Golden Legacy Telugu Survival 5 is a survival movie in Telugu language.,69.628,Tollywood Creations,India,2006-01-13,1446596864,144,Telugu,Released,Experience the Survival story,Golden Legacy Telugu Survival 5,8.4,101468,8.4,Lead Actor|Lead Actress,Main Unit,Anil Krishna
597,70341196,Survival,https://example.com/movie-598,MV200800598,survival telugu cinema,te,Rising Frontier Telugu Survival 6,Rising Frontier Telugu Survival 6 is a survival movie in Telugu language.,96.134,Hyderabad Motion,India,2008-03-15,422047176,109,Telugu,Released,Experience the Survival story,Rising Frontier Telugu Survival 6,8.7,78444,8.7,Lead Actor|Lead Actress,Main Unit,Anil Krishna
598,206795833,Survival,https://example.com/movie-599,MV201000599,survival telugu cinema,te,Wild Signal Telugu Survival 7,Wild Signal Telugu Survival 7 is a survival movie in Telugu language.,61.714,Hyderabad Motion,India,2010-05-17,620387499,123,Telugu,Released,Experience the Survival story,Wild Signal Telugu Survival 7,7.5,33867,7.4,Lead Actor|Lead Actress,Main Unit,Ravi Teja
599,264622878,Survival,https://example.com/movie-600,MV201200600,survival telugu cinema,te,Eternal Code Telugu Survival 8,Eternal Code Telugu Survival 8 is a survival movie in Telugu language.,60.977,Tollywood Creations,India,2012-07-19,1058491512,117,Telugu,Released,Experience the Survival story,Eternal Code Telugu Survival 8,9.7,143337,9.8,Lead Actor|Lead Actress,Main Unit,Ravi Teja
600,142956363,Action,https://example.com/movie-601,MV200600601,action tamil cinema,ta,Golden Signal Tamil Action 1,Golden Signal Tamil Action 1 is a action movie in Tamil language.,78.668,Tamil Art Studios,India,2006-01-13,571825452,100,Tamil,Released,Experience the Action story,Golden Signal Tamil Action 1,9.1,102735,9.3,Lead Actor|Lead Actress,Main Unit,Mithran S
601,118681967,Action,https://example.com/movie-602,MV200800602,action tamil cinema,ta,Wild Pulse Tamil Action 2,Wild Pulse Tamil Action 2 is a action movie in Tamil language.,46.919,Tamil Art Studios,India,2008-03-15,830773769,159,Tamil,Released,Experience the Action story,Wild Pulse Tamil Action 2,9.2,21686,9.2,Lead Actor|Lead Actress,Main Unit,Shankar Raj
602,311798577,Action,https://example.com/movie-603,MV201000603,action tamil cinema,ta,Final Code Tamil Action 3,Final Code Tamil Action 3 is a action movie in Tamil language.,80.858,Tamil Art Studios,India,2010-05-17,935395731,173,Tamil,Released,Experience the Action story,Final Code Tamil Action 3,8.9,80129,8.8,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
603,144286595,Action,https://example.com/movie-604,MV201200604,action tamil cinema,ta,Golden Chronicle Tamil Action 4,Golden Chronicle Tamil Action 4 is a action movie in Tamil language.,63.321,Chennai Vision,India,2012-07-19,1010006165,167,Tamil,Released,Experience the Action story,Golden Chronicle Tamil Action 4,8.0,147179,7.9,Lead Actor|Lead Actress,Main Unit,Shankar Raj
604,56885571,Action,https://example.com/movie-605,MV201400605,action tamil cinema,ta,Rising Pulse Tamil Action 5,Rising Pulse Tamil Action 5 is a action movie in Tamil language.,94.87,Kollywood Pictures,India,2014-09-21,398198997,173,Tamil,Released,Experience the Action story,Rising Pulse Tamil Action 5,8.5,219523,8.3,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
605,62694980,Action,https://example.com/movie-606,MV201600606,action tamil cinema,ta,Final Shadow Tamil Action 6,Final Shadow Tamil Action 6 is a action movie in Tamil language.,92.966,Tamil Art Studios,India,2016-11-23,188084940,97,Tamil,Released,Experience the Action story,Final Shadow Tamil Action 6,8.9,225723,9.0,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
606,268696253,Action,https://example.com/movie-607,MV201800607,action tamil cinema,ta,Final Storm Tamil Action 7,Final Storm Tamil Action 7 is a action movie in Tamil language.,50.274,Kollywood Pictures,India,2018-01-25,1612177518,120,Tamil,Released,Experience the Action story,Final Storm Tamil Action 7,8.3,184480,8.2,Lead Actor|Lead Actress,Main Unit,Karthik Selvan
607,63731784,Action,https://example.com/movie-608,MV202000608,action tamil cinema,ta,Rising Frontier Tamil Action 8,Rising Frontier Tamil Action 8 is a action movie in Tamil language.,74.946,Kollywood Pictures,India,2020-03-27,127463568,101,Tamil,Released,Experience the Action story,Rising Frontier Tamil Action 8,7.0,21324,7.1,Lead Actor|Lead Actress,Main Unit,Shankar Raj
608,135003415,Adventure,https://example.com/movie-609,MV201400609,adventure tamil cinema,ta,Silent Chronicle Tamil Adventure 1,Silent Chronicle Tamil Adventure 1 is a adventure movie in Tamil language.,73.586,Chennai Vision,India,2014-09-21,675017075,165,Tamil,Released,Experience the Adventure story,Silent Chronicle Tamil Adventure 1,7.9,26905,7.8,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
609,284853459,Adventure,https://example.com/movie-610,MV201600610,adventure tamil cinema,ta,Eternal Chronicle Tamil Adventure 2,Eternal Chronicle Tamil Adventure 2 is a adventure movie in Tamil language.,73.443,Kollywood Pictures,India,2016-11-23,1709120754,143,Tamil,Released,Experience the Adventure story,Eternal Chronicle Tamil Adventure 2,7.4,246500,7.6,Lead Actor|Lead Actress,Main Unit,Mithran S
610,175949383,Adventure,https://example.com/movie-611,MV201800611,adventure tamil cinema,ta,Royal Pulse Tamil Adventure 3,Royal Pulse Tamil Adventure 3 is a adventure movie in Tamil language.,82.671,Tamil Art Studios,India,2018-01-25,703797532,126,Tamil,Released,Experience the Adventure story,Royal Pulse Tamil Adventure 3,9.5,61790,9.3,Lead Actor|Lead Actress,Main Unit,Shankar Raj
611,222681278,Adventure,https://example.com/movie-612,MV202000612,adventure tamil cinema,ta,Silent Quest Tamil Adventure 4,Silent Quest Tamil Adventure 4 is a adventure movie in Tamil language.,67.63,Tamil Art Studios,India,2020-03-27,1113406390,157,Tamil,Released,Experience the Adventure story,Silent Quest Tamil Adventure 4,6.9,119290,7.1,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
612,242996942,Adventure,https://example.com/movie-613,MV202200613,adventure tamil cinema,ta,Final Signal Tamil Adventure 5,Final Signal Tamil Adventure 5 is a adventure movie in Tamil language.,68.578,Kollywood Pictures,India,2022-05-01,728990826,149,Tamil,Released,Experience the Adventure story,Final Signal Tamil Adventure 5,8.0,134086,8.1,Lead Actor|Lead Actress,Main Unit,Shankar Raj
613,158538899,Adventure,https://example.com/movie-614,MV202400614,adventure tamil cinema,ta,Broken Shadow Tamil Adventure 6,Broken Shadow Tamil Adventure 6 is a adventure movie in Tamil language.,71.55,Kollywood Pictures,India,2024-07-03,634155596,128,Tamil,Released,Experience the Adventure story,Broken Shadow Tamil Adventure 6,7.8,175359,7.6,Lead Actor|Lead Actress,Main Unit,Karthik Selvan
614,141902084,Adventure,https://example.com/movie-615,MV202600615,adventure tamil cinema,ta,Rising Legacy Tamil Adventure 7,Rising Legacy Tamil Adventure 7 is a adventure movie in Tamil language.,62.992,Kollywood Pictures,India,2026-09-05,567608336,133,Tamil,Released,Experience the Adventure story,Rising Legacy Tamil Adventure 7,8.4,155688,8.4,Lead Actor|Lead Actress,Main Unit,Karthik Selvan
615,92349271,Adventure,https://example.com/movie-616,MV200100616,adventure tamil cinema,ta,Golden Shadow Tamil Adventure 8,Golden Shadow Tamil Adventure 8 is a adventure movie in Tamil language.,84.743,Chennai Vision,India,2001-11-07,646444897,107,Tamil,Released,Experience the Adventure story,Golden Shadow Tamil Adventure 8,8.5,239227,8.5,Lead Actor|Lead Actress,Main Unit,Mithran S
616,126519676,Comedy,https://example.com/movie-617,MV202200617,comedy tamil cinema,ta,Broken Quest Tamil Comedy 1,Broken Quest Tamil Comedy 1 is a comedy movie in Tamil language.,41.446,Chennai Vision,India,2022-05-01,1012157408,117,Tamil,Released,Experience the Comedy story,Broken Quest Tamil Comedy 1,9.4,118502,9.3,Lead Actor|Lead Actress,Main Unit,Shankar Raj
617,104946903,Comedy,https://example.com/movie-618,MV202400618,comedy tamil cinema,ta,Rising Storm Tamil Comedy 2,Rising Storm Tamil Comedy 2 is a comedy movie in Tamil language.,46.709,Tamil Art Studios,India,2024-07-03,209893806,119,Tamil,Released,Experience the Comedy story,Rising Storm Tamil Comedy 2,8.8,76766,8.8,Lead Actor|Lead Actress,Main Unit,Shankar Raj
618,285995736,Comedy,https://example.com/movie-619,MV202600619,comedy tamil cinema,ta,Broken Frontier Tamil Comedy 3,Broken Frontier Tamil Comedy 3 is a comedy movie in Tamil language.,41.344,Kollywood Pictures,India,2026-09-05,2287965888,151,Tamil,Released,Experience the Comedy story,Broken Frontier Tamil Comedy 3,8.5,136043,8.5,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
619,189498311,Comedy,https://example.com/movie-620,MV200100620,comedy tamil cinema,ta,Final Legacy Tamil Comedy 4,Final Legacy Tamil Comedy 4 is a comedy movie in Tamil language.,81.523,Kollywood Pictures,India,2001-11-07,1326488177,168,Tamil,Released,Experience the Comedy story,Final Legacy Tamil Comedy 4,8.4,208754,8.5,Lead Actor|Lead Actress,Main Unit,Shankar Raj
620,109624711,Comedy,https://example.com/movie-621,MV200300621,comedy tamil cinema,ta,Rising Signal Tamil Comedy 5,Rising Signal Tamil Comedy 5 is a comedy movie in Tamil language.,54.649,Chennai Vision,India,2003-01-09,767372977,165,Tamil,Released,Experience the Comedy story,Rising Signal Tamil Comedy 5,7.4,172649,7.3,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
621,135502329,Comedy,https://example.com/movie-622,MV200500622,comedy tamil cinema,ta,Eternal Frontier Tamil Comedy 6,Eternal Frontier Tamil Comedy 6 is a comedy movie in Tamil language.,51.362,Kollywood Pictures,India,2005-03-11,271004658,128,Tamil,Released,Experience the Comedy story,Eternal Frontier Tamil Comedy 6,9.2,69119,9.4,Lead Actor|Lead Actress,Main Unit,Mithran S
622,224472328,Comedy,https://example.com/movie-623,MV200700623,comedy tamil cinema,ta,Golden Chronicle Tamil Comedy 7,Golden Chronicle Tamil Comedy 7 is a comedy movie in Tamil language.,85.463,Tamil Art Studios,India,2007-05-13,673416984,147,Tamil,Released,Experience the Comedy story,Golden Chronicle Tamil Comedy 7,7.2,62504,7.0,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
623,288230286,Comedy,https://example.com/movie-624,MV200900624,comedy tamil cinema,ta,Dark Journey Tamil Comedy 8,Dark Journey Tamil Comedy 8 is a comedy movie in Tamil language.,36.477,Kollywood Pictures,India,2009-07-15,2305842288,121,Tamil,Released,Experience the Comedy story,Dark Journey Tamil Comedy 8,7.4,122553,7.3,Lead Actor|Lead Actress,Main Unit,Karthik Selvan
624,311422074,Drama,https://example.com/movie-625,MV200300625,drama tamil cinema,ta,Eternal Signal Tamil Drama 1,Eternal Signal Tamil Drama 1 is a drama movie in Tamil language.,49.322,Chennai Vision,India,2003-01-09,1557110370,104,Tamil,Released,Experience the Drama story,Eternal Signal Tamil Drama 1,9.1,248077,9.1,Lead Actor|Lead Actress,Main Unit,Mithran S
625,172376230,Drama,https://example.com/movie-626,MV200500626,drama tamil cinema,ta,Royal Frontier Tamil Drama 2,Royal Frontier Tamil Drama 2 is a drama movie in Tamil language.,87.989,Chennai Vision,India,2005-03-11,517128690,122,Tamil,Released,Experience the Drama story,Royal Frontier Tamil Drama 2,9.3,128777,9.2,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
626,298059241,Drama,https://example.com/movie-627,MV200700627,drama tamil cinema,ta,Wild Storm Tamil Drama 3,Wild Storm Tamil Drama 3 is a drama movie in Tamil language.,42.578,Tamil Art Studios,India,2007-05-13,2384473928,142,Tamil,Released,Experience the Drama story,Wild Storm Tamil Drama 3,8.3,68254,8.3,Lead Actor|Lead Actress,Main Unit,Mithran S
627,128418563,Drama,https://example.com/movie-628,MV200900628,drama tamil cinema,ta,Eternal Journey Tamil Drama 4,Eternal Journey Tamil Drama 4 is a drama movie in Tamil language.,87.342,Chennai Vision,India,2009-07-15,642092815,150,Tamil,Released,Experience the Drama story,Eternal Journey Tamil Drama 4,7.7,45368,7.7,Lead Actor|Lead Actress,Main Unit,Shankar Raj
628,230054442,Drama,https://example.com/movie-629,MV201100629,drama tamil cinema,ta,Golden Quest Tamil Drama 5,Golden Quest Tamil Drama 5 is a drama movie in Tamil language.,81.091,Tamil Art Studios,India,2011-09-17,1150272210,171,Tamil,Released,Experience the Drama story,Golden Quest Tamil Drama 5,8.9,9740,8.8,Lead Actor|Lead Actress,Main Unit,Shankar Raj
629,48117266,Drama,https://example.com/movie-630,MV201300630,drama tamil cinema,ta,Rising Legacy Tamil Drama 6,Rising Legacy Tamil Drama 6 is a drama movie in Tamil language.,53.9,Tamil Art Studios,India,2013-11-19,384938128,115,Tamil,Released,Experience the Drama story,Rising Legacy Tamil Drama 6,7.5,79216,7.4,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
630,222946098,Drama,https://example.com/movie-631,MV201500631,drama tamil cinema,ta,Hidden Legacy Tamil Drama 7,Hidden Legacy Tamil Drama 7 is a drama movie in Tamil language.,46.5,Chennai Vision,India,2015-01-21,1560622686,159,Tamil,Released,Experience the Drama story,Hidden Legacy Tamil Drama 7,9.7,208275,9.8,Lead Actor|Lead Actress,Main Unit,Mithran S
631,230672064,Drama,https://example.com/movie-632,MV201700632,drama tamil cinema,ta,Hidden Legacy Tamil Drama 8,Hidden Legacy Tamil Drama 8 is a drama movie in Tamil language.,62.861,Kollywood Pictures,India,2017-03-23,461344128,143,Tamil,Released,Experience the Drama story,Hidden Legacy Tamil Drama 8,8.4,120373,8.5,Lead Actor|Lead Actress,Main Unit,Shankar Raj
632,303681974,Romance,https://example.com/movie-633,MV201100633,romance tamil cinema,ta,Rising Pulse Tamil Romance 1,Rising Pulse Tamil Romance 1 is a romance movie in Tamil language.,70.595,Kollywood Pictures,India,2011-09-17,2429455792,170,Tamil,Released,Experience the Romance story,Rising Pulse Tamil Romance 1,8.9,107071,8.8,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
633,234249950,Romance,https://example.com/movie-634,MV201300634,romance tamil cinema,ta,Broken Chronicle Tamil Romance 2,Broken Chronicle Tamil Romance 2 is a romance movie in Tamil language.,74.011,Chennai Vision,India,2013-11-19,1873999600,114,Tamil,Released,Experience the Romance story,Broken Chronicle Tamil Romance 2,9.3,119469,9.4,Lead Actor|Lead Actress,Main Unit,Shankar Raj
634,90927974,Romance,https://example.com/movie-635,MV201500635,romance tamil cinema,ta,Royal Code Tamil Romance 3,Royal Code Tamil Romance 3 is a romance movie in Tamil language.,36.066,Kollywood Pictures,India,2015-01-21,545567844,99,Tamil,Released,Experience the Romance story,Royal Code Tamil Romance 3,9.8,66404,9.6,Lead Actor|Lead Actress,Main Unit,Mithran S
635,83617811,Romance,https://example.com/movie-636,MV201700636,romance tamil cinema,ta,Silent Frontier Tamil Romance 4,Silent Frontier Tamil Romance 4 is a romance movie in Tamil language.,54.299,Tamil Art Studios,India,2017-03-23,418089055,97,Tamil,Released,Experience the Romance story,Silent Frontier Tamil Romance 4,8.3,30826,8.2,Lead Actor|Lead Actress,Main Unit,Mithran S
636,106128839,Romance,https://example.com/movie-637,MV201900637,romance tamil cinema,ta,Rising Code Tamil Romance 5,Rising Code Tamil Romance 5 is a romance movie in Tamil language.,49.237,Kollywood Pictures,India,2019-05-25,636773034,106,Tamil,Released,Experience the Romance story,Rising Code Tamil Romance 5,9.0,11102,9.2,Lead Actor|Lead Actress,Main Unit,Shankar Raj
637,261812968,Romance,https://example.com/movie-638,MV202100638,romance tamil cinema,ta,Final Shadow Tamil Romance 6,Final Shadow Tamil Romance 6 is a romance movie in Tamil language.,72.502,Chennai Vision,India,2021-07-27,1047251872,101,Tamil,Released,Experience the Romance story,Final Shadow Tamil Romance 6,7.1,113279,7.2,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
638,78921817,Romance,https://example.com/movie-639,MV202300639,romance tamil cinema,ta,Wild Quest Tamil Romance 7,Wild Quest Tamil Romance 7 is a romance movie in Tamil language.,39.097,Tamil Art Studios,India,2023-09-01,394609085,122,Tamil,Released,Experience the Romance story,Wild Quest Tamil Romance 7,7.7,33325,7.9,Lead Actor|Lead Actress,Main Unit,Karthik Selvan
639,270014638,Romance,https://example.com/movie-640,MV202500640,romance tamil cinema,ta,Broken Chronicle Tamil Romance 8,Broken Chronicle Tamil Romance 8 is a romance movie in Tamil language.,55.822,Tamil Art Studios,India,2025-11-03,1620087828,130,Tamil,Released,Experience the Romance story,Broken Chronicle Tamil Romance 8,7.5,77829,7.5,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
640,194979046,Horror,https://example.com/movie-641,MV201900641,horror tamil cinema,ta,Hidden Shadow Tamil Horror 1,Hidden Shadow Tamil Horror 1 is a horror movie in Tamil language.,88.281,Chennai Vision,India,2019-05-25,1169874276,134,Tamil,Released,Experience the Horror story,Hidden Shadow Tamil Horror 1,8.3,34129,8.4,Lead Actor|Lead Actress,Main Unit,Karthik Selvan
641,154402512,Horror,https://example.com/movie-642,MV202100642,horror tamil cinema,ta,Dark Quest Tamil Horror 2,Dark Quest Tamil Horror 2 is a horror movie in Tamil language.,95.369,Chennai Vision,India,2021-07-27,772012560,173,Tamil,Released,Experience the Horror story,Dark Quest Tamil Horror 2,9.6,159999,9.6,Lead Actor|Lead Actress,Main Unit,Shankar Raj
642,33175387,Horror,https://example.com/movie-643,MV202300643,horror tamil cinema,ta,Golden Shadow Tamil Horror 3,Golden Shadow Tamil Horror 3 is a horror movie in Tamil language.,51.47,Tamil Art Studios,India,2023-09-01,66350774,117,Tamil,Released,Experience the Horror story,Golden Shadow Tamil Horror 3,8.9,150284,8.8,Lead Actor|Lead Actress,Main Unit,Karthik Selvan
643,76528323,Horror,https://example.com/movie-644,MV202500644,horror tamil cinema,ta,Silent Frontier Tamil Horror 4,Silent Frontier Tamil Horror 4 is a horror movie in Tamil language.,77.282,Kollywood Pictures,India,2025-11-03,306113292,118,Tamil,Released,Experience the Horror story,Silent Frontier Tamil Horror 4,9.6,49612,9.6,Lead Actor|Lead Actress,Main Unit,Mithran S
644,234936633,Horror,https://example.com/movie-645,MV200000645,horror tamil cinema,ta,Wild Quest Tamil Horror 5,Wild Quest Tamil Horror 5 is a horror movie in Tamil language.,62.189,Chennai Vision,India,2000-01-05,1644556431,166,Tamil,Released,Experience the Horror story,Wild Quest Tamil Horror 5,7.0,106779,7.1,Lead Actor|Lead Actress,Main Unit,Karthik Selvan
645,100627070,Horror,https://example.com/movie-646,MV200200646,horror tamil cinema,ta,Royal Frontier Tamil Horror 6,Royal Frontier Tamil Horror 6 is a horror movie in Tamil language.,84.755,Tamil Art Studios,India,2002-03-07,603762420,154,Tamil,Released,Experience the Horror story,Royal Frontier Tamil Horror 6,8.1,106373,8.1,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
646,117587278,Horror,https://example.com/movie-647,MV200400647,horror tamil cinema,ta,Hidden Storm Tamil Horror 7,Hidden Storm Tamil Horror 7 is a horror movie in Tamil language.,58.002,Chennai Vision,India,2004-05-09,940698224,153,Tamil,Released,Experience the Horror story,Hidden Storm Tamil Horror 7,8.7,150397,8.9,Lead Actor|Lead Actress,Main Unit,Mithran S
647,123756769,Horror,https://example.com/movie-648,MV200600648,horror tamil cinema,ta,Rising Chronicle Tamil Horror 8,Rising Chronicle Tamil Horror 8 is a horror movie in Tamil language.,69.937,Kollywood Pictures,India,2006-07-11,990054152,116,Tamil,Released,Experience the Horror story,Rising Chronicle Tamil Horror 8,8.9,237378,8.7,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
648,80015393,Thriller,https://example.com/movie-649,MV200000649,thriller tamil cinema,ta,Golden Frontier Tamil Thriller 1,Golden Frontier Tamil Thriller 1 is a thriller movie in Tamil language.,44.906,Tamil Art Studios,India,2000-01-05,480092358,165,Tamil,Released,Experience the Thriller story,Golden Frontier Tamil Thriller 1,8.5,230709,8.5,Lead Actor|Lead Actress,Main Unit,Shankar Raj
649,31488471,Thriller,https://example.com/movie-650,MV200200650,thriller tamil cinema,ta,Rising Chronicle Tamil Thriller 2,Rising Chronicle Tamil Thriller 2 is a thriller movie in Tamil language.,49.075,Chennai Vision,India,2002-03-07,157442355,96,Tamil,Released,Experience the Thriller story,Rising Chronicle Tamil Thriller 2,7.7,107500,7.8,Lead Actor|Lead Actress,Main Unit,Mithran S
650,160823010,Thriller,https://example.com/movie-651,MV200400651,thriller tamil cinema,ta,Royal Journey Tamil Thriller 3,Royal Journey Tamil Thriller 3 is a thriller movie in Tamil language.,36.555,Kollywood Pictures,India,2004-05-09,482469030,154,Tamil,Released,Experience the Thriller story,Royal Journey Tamil Thriller 3,7.5,109686,7.3,Lead Actor|Lead Actress,Main Unit,Mithran S
651,56401257,Thriller,https://example.com/movie-652,MV200600652,thriller tamil cinema,ta,Final Shadow Tamil Thriller 4,Final Shadow Tamil Thriller 4 is a thriller movie in Tamil language.,71.73,Kollywood Pictures,India,2006-07-11,225605028,110,Tamil,Released,Experience the Thriller story,Final Shadow Tamil Thriller 4,7.3,59818,7.3,Lead Actor|Lead Actress,Main Unit,Lokesh Kumar
